date,trackingErrorBps
2021-08-16,181.76563852414407
2021-08-17,181.48472002642595
2021-08-18,181.49184020392653
2021-08-19,181.46640210279728
2021-08-20,181.31328325341389
2021-08-23,181.44715475296874
2021-08-24,181.61469316158127
2021-08-25,179.63099301349536
2021-08-26,179.03644984425006
2021-08-27,178.67423785954296
2021-08-30,178.40465633643356
2021-08-31,177.36412753959596
2021-09-01,178.6534277085202
2021-09-02,179.35879090053567
2021-09-03,179.34499969368647
2021-09-07,180.31250750221741
2021-09-08,180.4492691807343
2021-09-09,180.28223589356878
2021-09-10,180.6892338849148
2021-09-13,179.74897155939948
2021-09-14,180.02640325935337
2021-09-15,180.25488550985105
2021-09-16,180.11020357541537
2021-09-17,180.2701435891408
2021-09-20,180.2572843404084
2021-09-21,180.87651702423918
2021-09-22,180.80597939123297
2021-09-23,179.13544225819064
2021-09-24,179.1361578531528
2021-09-27,178.9970325856386
2021-09-28,179.5286128989275
2021-09-29,179.29426790184073
2021-09-30,179.00711179166632
2021-10-01,178.98252645636398
2021-10-04,180.54647618731246
2021-10-05,180.5621409620738
2021-10-06,180.50955164138333
2021-10-07,178.7949224977423
2021-10-08,178.80021767652872
2021-10-11,178.91088193515992
2021-10-12,178.76769536654118
2021-10-13,179.02416075004538
2021-10-14,179.4472324092138
2021-10-15,181.16313025436727
2021-10-18,181.1655066757311
2021-10-19,180.26423851531843
2021-10-20,179.55632667431146
2021-10-21,179.93506089931827
2021-10-22,179.94438208966366
2021-10-25,179.90174128057794
2021-10-26,180.2264351236428
2021-10-27,180.663981722482
2021-10-28,182.34945894706874
2021-10-29,181.12845920031185
2021-11-01,181.0784554299345
2021-11-02,180.13839401713554
2021-11-03,181.6436060115189
2021-11-04,183.55473669700854
2021-11-05,183.73445872608704
2021-11-08,182.95070757652044
2021-11-09,182.54187396010542
2021-11-10,183.51638928733126
2021-11-11,183.61326950379282
2021-11-12,183.5988846876915
2021-11-15,183.92227528720178
2021-11-16,184.02118861096858
2021-11-17,184.6635177215331
2021-11-18,184.72794616148198
2021-11-19,184.66910849415478
2021-11-22,185.14402539347176
2021-11-23,185.34445670435514
2021-11-24,185.0697720624141
2021-11-26,185.46036190824495
2021-11-29,185.45856278658974
2021-11-30,184.9666077206303
2021-12-01,184.94687987120497
2021-12-02,184.93185020338328
2021-12-03,184.43782855351554
2021-12-06,184.424457788674
2021-12-07,182.62760770585973
2021-12-08,182.61464178184843
2021-12-09,182.7227071549747
2021-12-10,182.35315487053782
2021-12-13,182.33805845151667
2021-12-14,182.2936959410073
2021-12-15,181.79845212701207
2021-12-16,182.33589059028256
2021-12-17,182.05179667708137
2021-12-20,182.12059827909184
2021-12-21,182.65560713390798
2021-12-22,183.07052795163804
2021-12-23,182.8898188294937
2021-12-27,182.95246152510964
2021-12-28,182.93359371131743
2021-12-29,182.95300221369553
2021-12-30,183.84433552760592
2021-12-31,181.08685958545016
2022-01-03,181.11171585115517
2022-01-04,179.527712269318
2022-01-05,179.0941115915932
2022-01-06,177.78578733478298
2022-01-07,177.41931449247204
2022-01-10,176.63737385151114
2022-01-11,176.75461959196625
2022-01-12,176.78009303346812
2022-01-13,176.6576928193653
2022-01-14,176.65267639366235
2022-01-18,176.34901154504826
2022-01-19,176.2760868626894
2022-01-20,174.81850474474282
2022-01-21,174.54016580292347
2022-01-24,174.16423795698898
2022-01-25,173.96345270735745
2022-01-26,174.359118146131
2022-01-27,176.42477041920145
2022-01-28,176.3617260538905
2022-01-31,176.48302336304306
2022-02-01,177.92809931492428
2022-02-02,177.9770260500073
2022-02-03,177.87391075338755
2022-02-04,178.56630767033684
2022-02-07,177.92736398309202
2022-02-08,178.68455882495857
2022-02-09,179.12961787687848
2022-02-10,179.89271606861627
2022-02-11,179.55357161009
2022-02-14,178.83108675979915
2022-02-15,178.83087361391958
2022-02-16,177.72782727693195
2022-02-17,177.43000393228164
2022-02-18,177.57723935725218
2022-02-22,178.93775556576816
2022-02-23,179.16264721141366
2022-02-24,187.4662597321947
2022-02-25,187.20755844557038
2022-02-28,188.65816985315573
2022-03-01,197.61482960091791
2022-03-02,216.6764200241506
2022-03-03,216.34465937969185
2022-03-04,217.81386528148815
2022-03-07,216.72615373274874
2022-03-08,224.90860047582393
2022-03-09,271.9949780283397
2022-03-10,279.5469095839441
2022-03-11,279.58412546490985
2022-03-14,283.27852499115113
2022-03-15,284.48080799553173
2022-03-16,284.0295128655273
2022-03-17,286.25205049034537
2022-03-18,287.06796239316316
2022-03-21,289.24266017542783
2022-03-22,288.7194669323496
2022-03-23,290.63472212857545
2022-03-24,290.60012880385625
2022-03-25,290.4535798209894
2022-03-28,293.67865129584493
2022-03-29,293.3858347559936
2022-03-30,293.1093271302583
2022-03-31,294.5988615937674
2022-04-01,294.59728879936466
2022-04-04,294.1421839854124
2022-04-05,294.79043666515116
2022-04-06,294.17033194309687
2022-04-07,294.8168896372297
2022-04-08,294.9027044270306
2022-04-11,297.8915887717574
2022-04-12,299.67346823340836
2022-04-13,303.15461093896613
2022-04-14,303.00494396036765
2022-04-18,303.6097954264799
2022-04-19,304.0084328348455
2022-04-20,304.13665938599047
2022-04-21,306.1857352913632
2022-04-22,305.9061546697098
2022-04-25,306.2926481022737
2022-04-26,306.1648967338294
2022-04-27,305.9022132670566
2022-04-28,305.17421419335506
2022-04-29,305.02201254754203
2022-05-02,307.69117049332016
2022-05-03,309.3978194629934
2022-05-04,310.6213882635332
2022-05-05,311.61788915079177
2022-05-06,312.4801238411431
2022-05-09,314.2398252419345
2022-05-10,317.02991769600374
2022-05-11,316.85359670345207
2022-05-12,316.89661105502057
2022-05-13,316.76243950758044
2022-05-16,316.98685571237866
2022-05-17,316.90473329444785
2022-05-18,317.80741007878873
2022-05-19,319.7569349876829
2022-05-20,319.26790011453676
2022-05-23,319.2518815081035
2022-05-24,318.2593618010147
2022-05-25,318.3658192289859
2022-05-26,318.50090253280285
2022-05-27,318.59152800845845
2022-05-31,318.4931739465121
2022-06-01,318.4547379980252
2022-06-02,319.81786665451597
2022-06-03,320.1288169330744
2022-06-06,320.11384463763574
2022-06-07,319.9031507684233
2022-06-08,319.90997095834337
2022-06-09,319.83906373561314
2022-06-10,322.001593118171
2022-06-13,323.0751247011684
2022-06-14,322.0654989703562
2022-06-15,322.0665777253627
2022-06-16,322.5205754575836
2022-06-17,325.65160381254714
2022-06-21,325.8455275576165
2022-06-22,326.1915671829947
2022-06-23,325.4755749723952
2022-06-24,325.43259246924043
2022-06-27,325.46248614977185
2022-06-28,325.47818923815197
2022-06-29,326.020717610509
2022-06-30,326.05041990626916
2022-07-01,327.16318986939405
2022-07-05,332.10315884951825
2022-07-06,333.1198966645174
2022-07-07,335.21753708972784
2022-07-08,334.9609185677147
2022-07-11,335.0348634160298
2022-07-12,335.85552180935406
2022-07-13,335.81290528753505
2022-07-14,335.83211597808025
2022-07-15,336.12640411478384
2022-07-18,336.3804015882695
2022-07-19,336.30292536840864
2022-07-20,336.2673634120327
2022-07-21,336.3720375936316
2022-07-22,336.45997439474763
2022-07-25,336.5030915637115
2022-07-26,336.21448370789926
2022-07-27,335.6706021016854
2022-07-28,335.58353091127515
2022-07-29,335.54190144372717
2022-08-01,336.4094241487446
2022-08-02,337.9761109687862
2022-08-03,338.2249890808193
2022-08-04,338.0949567432415
2022-08-05,338.42843253552905
2022-08-08,339.3478655683439
2022-08-09,340.8809897599675
2022-08-10,341.7362841474782
2022-08-11,341.8019049916257
2022-08-12,341.80899713190286
2022-08-15,342.1171288046668
2022-08-16,342.1426088947012
2022-08-17,342.24277318553465
2022-08-18,342.3501949846931
2022-08-19,342.3319903935288
2022-08-22,342.2290863843714
2022-08-23,342.2206468431276
2022-08-24,342.18934156871256
2022-08-25,342.2007488843806
2022-08-26,342.3770900090026
2022-08-29,342.40723180018745
2022-08-30,342.87997626140776
2022-08-31,342.89614613017903
2022-09-01,343.06971847317624
