date,riskParity,benchmark
2023-11-30,1.360722994935462,1.5117507766348774
2023-12-31,1.4121931892059651,1.5839454928303822
2024-01-31,1.4454997918166856,1.6143323200695685
2024-02-29,1.445870473992582,1.6312635010292331
2024-03-31,1.502385647867647,1.7014651293979208
2024-04-30,1.4562583318676356,1.6366675440026357
2024-05-31,1.494224402111509,1.6943205272426254
2024-06-30,1.5238972161365174,1.7332425306480876
2024-07-31,1.5477009379649862,1.7681338874129813
2024-08-31,1.563722325432075,1.798412728191688
2024-09-30,1.5995634776868588,1.8437834253871468
2024-10-31,1.5586364180612151,1.7886171665706836
2024-11-30,1.5842435762569373,1.836348360177039
2024-12-31,1.5658467290184552,1.8012642149326097
