date,AGG,ACWI,GSG,TIP
2018-09-30,0.8386370213722686,0.2947655486541883,0.19554625045480412,0.6710511795187392
2018-10-31,0.9222896687817511,0.2316061549027017,0.20369457527279253,0.6424096010427546
2018-11-30,0.982596180687021,0.20619102486664648,0.17586963107566486,0.6353431633706677
2018-12-31,1.0155465730147604,0.20233463524463394,0.16270046461998808,0.6194183271206178
2019-01-31,1.020424132843261,0.1833667353773723,0.15642687223678448,0.6397822595425819
2019-02-28,1.0227932911071538,0.1760631896381451,0.155083048069024,0.6460604711856771
2019-03-31,0.9913248173702649,0.18703604429054718,0.1618601983370663,0.6597789400021218
2019-04-30,0.968949481430587,0.195723823076711,0.168846293912794,0.6664804015799082
2019-05-31,0.9704006674539581,0.19445241920340367,0.16949304440128174,0.6656538689413565
2019-06-30,0.958407884204807,0.18763987449631253,0.16928696543813462,0.6846652758607458
2019-07-31,0.9393887771292632,0.1811626422308417,0.17196979778759694,0.7074787828522984
2019-08-31,0.9249170204872355,0.18693482513030593,0.180478442948242,0.7076697114342168
2019-09-30,0.9348437765595031,0.1983025935788022,0.1846301163175475,0.6822235135441472
2019-10-31,0.9309365050677033,0.20001261253853383,0.1890764303090944,0.6799744520846686
2019-11-30,0.9463925104063289,0.1997575401073913,0.1831418575026096,0.6707080919836702
2019-12-31,0.9541394450516288,0.1986878231518935,0.17951817092483544,0.667654560871642
2020-01-31,0.9634214611863203,0.1989279677841835,0.1767913354486207,0.6608592355808757
2020-02-29,0.9747509365654637,0.1817575598705748,0.17778565602331028,0.6657058475406513
2020-03-31,1.002953078872073,0.18227624878832616,0.1266686673155021,0.6881020050240984
2020-04-30,1.044952075216756,0.16599462720895283,0.11566939105042144,0.6733839065238696
2020-05-31,1.067021404776723,0.15993177069719483,0.10727315752174667,0.6657736670043354
2020-06-30,1.071612224896403,0.15684016331947703,0.10318846242224233,0.6683591493618778
2020-07-31,1.0700789834507725,0.1604565190795309,0.10409567978866895,0.6653688176810276
2020-08-31,1.064862255079359,0.16682466674721855,0.10755370826353859,0.6607593699098839
2020-09-30,1.0635086550530952,0.16569276141999142,0.10778093213523521,0.6630176513916781
2020-10-31,1.077638861676178,0.16074248252101814,0.10912741766031699,0.652491238142487
2020-11-30,1.0654514471343999,0.15427396871292196,0.10791137577062171,0.6723632083820567
2020-12-31,1.067163711298999,0.14681911782147655,0.10414616179697538,0.6818710090825492
2021-01-31,1.0713474325001988,0.14856059227399282,0.10570264814081484,0.6743893270849934
2021-02-28,1.0550339814912895,0.15439495796297154,0.11368119688029654,0.6768898636654422
2021-03-31,1.0742842452156869,0.14799480455460112,0.11170104641216493,0.6660199038175473
2021-04-30,1.0600108091594036,0.14927320577343173,0.10961470661599655,0.6811012784511682
2021-05-31,1.060518359287181,0.15023388057395523,0.10873496539647136,0.6805127947423925
2021-06-30,1.0581105511273599,0.1507656748728534,0.10851759651364894,0.6826061774861377
2021-07-31,1.0597351970333246,0.15574352139245062,0.1105132223753523,0.6740080591988726
2021-08-31,1.0749804302682149,0.15667929411467088,0.10785207384343726,0.6604882017736771
2021-09-30,1.0572174536585535,0.1619924498200787,0.11469048681940648,0.6660996097019615
2021-10-31,0.8879359118722628,0.19936885789565295,0.20663069176748805,0.7060645384645963
2021-11-30,0.9167890549819194,0.19793549990883608,0.15935265934868606,0.7259227857605585
2021-12-31,0.9442778081369626,0.18934873119311027,0.16337522730183532,0.7029982333680919
2022-01-31,0.9415678909094121,0.18397280630256313,0.1867970823188932,0.6876622204691314
2022-02-28,0.943135590845147,0.17406455913099683,0.19325613796354862,0.6895437120603076
2022-03-31,0.8948245498384768,0.19104640133423356,0.2078409921309151,0.7062880566963746
2022-04-30,0.785209545851371,0.20401884456324362,0.2576370449986464,0.753134564586739
2022-05-31,0.7209363160756874,0.20117679598343408,0.2934861076269302,0.7844007803139484
2022-06-30,0.8042265580604647,0.23095149838282622,0.2808726836007581,0.6839492599559512
2022-07-31,0.8407161379741772,0.23634814906278154,0.2932956977941747,0.6296400151688669
2022-08-31,0.8156446991398831,0.24935776710502294,0.31698694141646133,0.6180105923386326
2022-09-30,0.8246427874900291,0.27742936466816603,0.3218116770134433,0.5761161708283614
2022-10-31,0.8530891539126645,0.27795854770301903,0.31887030984836046,0.5500819885359561
2022-11-30,0.8285314252863919,0.26921907370296033,0.34470122240983625,0.5575482786008117
2022-12-31,0.8044977497279794,0.2641023308049059,0.3587376110569407,0.5726623084101738
2023-01-31,0.7909794171118197,0.2584907556067962,0.3720611765722516,0.5784686507091327
2023-02-28,0.7664919901701175,0.2550680158708319,0.37395593204769395,0.6044840619113567
2023-03-31,0.7507363866351272,0.2606915698635403,0.3810166592410274,0.6075553842603046
2023-04-30,0.7417939134976077,0.26259781082949446,0.39221871276411413,0.6033895629087838
2023-05-31,0.7315535139381125,0.2694778649426715,0.3933149859820121,0.6056536351372038
2023-06-30,0.727940571041709,0.26918579636751094,0.4060150565927611,0.5968585759980191
2023-07-31,0.7278322270497217,0.26814235581106705,0.39752112453282235,0.6065042926063888
2023-08-31,0.7321757424398297,0.2659296615683506,0.3892095129935242,0.6126850829982955
2023-09-30,0.7186999329495749,0.2571657783893997,0.4078057839107623,0.6163285047502632
2023-10-31,0.7054721650975663,0.2581552612503602,0.41901268789619706,0.6173598857558762
2023-11-30,0.6974694080165447,0.26191368874689774,0.42168748562113306,0.6189294176154246
2023-12-31,0.6701403769088743,0.25720374472025376,0.4685501407433867,0.6041057376274854
2024-01-31,0.6359985522208634,0.26672315634001587,0.4969801992372903,0.6002980922018304
2024-02-29,0.6327983836982951,0.2686928813903773,0.4711081606626898,0.6274005742486377
2024-03-31,0.6427462623575985,0.26864060824126057,0.45954876893529417,0.6290643604658469
2024-04-30,0.5607429450754592,0.24393751051823256,0.4565400639280343,0.7387794804782737
2024-05-31,0.5178110098751303,0.24683980452638926,0.4922547031659541,0.7430944824325261
2024-06-30,0.5355546788267185,0.25479910440781484,0.475828119393629,0.7338180973718375
2024-07-31,0.5191213811324107,0.26637367610319174,0.4768996339475683,0.7376053088168294
2024-08-31,0.5273126855604369,0.2747272921411082,0.46202288010561954,0.7359371421928353
2024-09-30,0.540447174208901,0.27139729161640813,0.47633473832214973,0.7118207958525411
2024-10-31,0.5330012152599639,0.2651499824366822,0.4756561484974272,0.7261926538059267
2024-11-30,0.526032526608721,0.26468402345185693,0.48918425154080303,0.7200991983986189
2024-12-31,0.5057823884149802,0.2414535357078852,0.5448614087217031,0.7079026671554317
