row,col,value
INDA,EWJ,0.5347564515080545
INDA,INDA,1.0
INDA,AGG,-0.05658195762060125
INDA,BNDX,-0.04161135098748413
INDA,TLT,-0.19319368081804575
INDA,LQD,0.017347625387035062
INDA,HYG,0.49826479272492297
INDA,TIP,-0.04855589135901189
INDA,STPZ,0.027006033102297166
INDA,GLD,-0.007165658735191131
INDA,USO,0.20822670195266746
INDA,CPER,0.07792426489074275
INDA,SLV,0.16274281648169198
INDA,DBA,0.16145585673536897
INDA,UNG,0.022132158456685407
AGG,VTI,-0.21486256891909636
AGG,HEDJ,-0.2592430957999134
AGG,VWO,-0.07539025411919965
AGG,QQQ,-0.14993656053263052
AGG,IWM,-0.23229066489590275
AGG,EWJ,-0.14055600713788713
AGG,INDA,-0.05658195762060125
AGG,AGG,1.0
AGG,BNDX,0.5957676316675343
AGG,TLT,0.8951330815784214
AGG,LQD,0.8950459133338067
AGG,HYG,-0.018333462686000744
AGG,TIP,0.8321261736058866
AGG,STPZ,0.6019917681429184
AGG,GLD,0.38120233840068246
AGG,USO,-0.12381568366280579
AGG,CPER,-0.1340847335730119
AGG,SLV,0.2284801065221894
AGG,DBA,-0.011513571115911182
AGG,UNG,-0.004999768729409311
BNDX,VTI,-0.13172263922313082
BNDX,HEDJ,-0.11285991109581808
BNDX,VWO,-0.06598862134054453
BNDX,QQQ,-0.07697333054791419
BNDX,IWM,-0.14735400410699237
BNDX,EWJ,-0.08894447421448701
BNDX,INDA,-0.04161135098748413
BNDX,AGG,0.5957676316675343
BNDX,BNDX,1.0
BNDX,TLT,0.6143770736581503
BNDX,LQD,0.5899278745269424
BNDX,HYG,-0.02166240177604062
BNDX,TIP,0.5270776406845216
BNDX,STPZ,0.34683712030738995
BNDX,GLD,0.1973784799636711
BNDX,USO,-0.11191821408128948
BNDX,CPER,-0.13338009541166776
BNDX,SLV,0.11903480389064006
BNDX,DBA,-0.06528069369344575
BNDX,UNG,-0.0010694583790853266
TLT,VTI,-0.35290236822659304
TLT,HEDJ,-0.372529388252308
TLT,VWO,-0.2420123283195028
TLT,QQQ,-0.2769325347421711
TLT,IWM,-0.3543905927267221
TLT,EWJ,-0.2575441349652541
TLT,INDA,-0.19319368081804575
TLT,AGG,0.8951330815784214
TLT,BNDX,0.6143770736581503
TLT,TLT,1.0
TLT,LQD,0.8446545623096936
TLT,HYG,-0.19355487115620892
TLT,TIP,0.7939184407582017
TLT,STPZ,0.456497923275434
TLT,GLD,0.3286671380066754
TLT,USO,-0.22097649157011448
TLT,CPER,-0.14599707559674624
TLT,SLV,0.1571873378026823
TLT,DBA,-0.07608653574436121
TLT,UNG,-0.017694766724766848
LQD,VTI,-0.06872043752120216
LQD,HEDJ,-0.11671276483922056
LQD,VWO,0.026544022199461132
LQD,QQQ,-0.030624336835107263
LQD,IWM,-0.10449802858654275
LQD,EWJ,-0.02697030959696439
LQD,INDA,0.017347625387035062
LQD,AGG,0.8950459133338067
LQD,BNDX,0.5899278745269424
LQD,TLT,0.8446545623096936
LQD,LQD,1.0
LQD,HYG,0.12092452193276636
LQD,TIP,0.7769027147264079
LQD,STPZ,0.5328771087974011
LQD,GLD,0.3372375302202411
LQD,USO,-0.08862648179667404
LQD,CPER,-0.10799915795822142
LQD,SLV,0.22334222658181843
LQD,DBA,-0.0035971690039617306
LQD,UNG,-0.009663795873694571
HYG,VTI,0.7016427861014327
HYG,HEDJ,0.6171386960864101
HYG,VWO,0.6500076288346712
HYG,QQQ,0.6183412626999244
HYG,IWM,0.6416027627922676
HYG,EWJ,0.5254363316801353
HYG,INDA,0.49826479272492297
HYG,AGG,-0.018333462686000744
HYG,BNDX,-0.02166240177604062
HYG,TLT,-0.19355487115620892
HYG,LQD,0.12092452193276636
HYG,HYG,1.0
HYG,TIP,0.0005714723284287532
HYG,STPZ,0.08618198830546474
HYG,GLD,-0.046345850133669785
HYG,USO,0.42918895852394756
HYG,CPER,0.09794337581980557
HYG,SLV,0.1446581684612002
HYG,DBA,0.18187481784912138
HYG,UNG,0.014645921828062593
TIP,VTI,-0.1933256244930377
TIP,HEDJ,-0.2293714062118414
TIP,VWO,-0.04623821274015649
TIP,QQQ,-0.1604241220000311
TIP,IWM,-0.19130891042844297
TIP,EWJ,-0.12451961040387302
TIP,INDA,-0.04855589135901189
TIP,AGG,0.8321261736058866
TIP,BNDX,0.5270776406845216
TIP,TLT,0.7939184407582017
TIP,LQD,0.7769027147264079
TIP,HYG,0.0005714723284287532
TIP,TIP,1.0
TIP,STPZ,0.7859143364741464
TIP,GLD,0.3911039831163519
TIP,USO,0.03244639293113504
TIP,CPER,-0.09328523493295403
TIP,SLV,0.25301292421996513
TIP,DBA,0.0013307114465482555
TIP,UNG,0.009960747189221969
STPZ,VTI,-0.0834292229519175
STPZ,HEDJ,-0.13235480059522195
STPZ,VWO,0.06307946186457038
STPZ,QQQ,-0.09354121716400851
STPZ,IWM,-0.07932611964256844
STPZ,EWJ,-0.050648296456794355
STPZ,INDA,0.027006033102297166
STPZ,AGG,0.6019917681429184
STPZ,BNDX,0.34683712030738995
STPZ,TLT,0.456497923275434
STPZ,LQD,0.5328771087974011
STPZ,HYG,0.08618198830546474
STPZ,TIP,0.7859143364741464
STPZ,STPZ,1.0
STPZ,GLD,0.3513391213987748
STPZ,USO,0.2397072130997728
STPZ,CPER,-0.05106292730682889
STPZ,SLV,0.25267476864677624
STPZ,DBA,0.08415686496042085
STPZ,UNG,0.03963239307004774
GLD,VTI,-0.1468288404818173
GLD,HEDJ,-0.2628749362843971
GLD,VWO,0.01885677043987981
GLD,QQQ,-0.13522805716711592
GLD,IWM,-0.13748842622201754
GLD,EWJ,-0.11716151716399047
GLD,INDA,-0.007165658735191131
GLD,AGG,0.38120233840068246
GLD,BNDX,0.1973784799636711
GLD,TLT,0.3286671380066754
GLD,LQD,0.3372375302202411
GLD,HYG,-0.046345850133669785
GLD,TIP,0.3911039831163519
GLD,STPZ,0.3513391213987748
GLD,GLD,1.0
GLD,USO,0.0770297618082222
GLD,CPER,0.03382721497756461
GLD,SLV,0.7874264747891677
GLD,DBA,0.128230347453049
GLD,UNG,0.015666446261470617
USO,VTI,0.3264487092082054
USO,HEDJ,0.25985144348858313
USO,VWO,0.38049879828850675
USO,QQQ,0.22016942516292598
USO,IWM,0.2957735441944719
USO,EWJ,0.2613002031570977
USO,INDA,0.20822670195266746
USO,AGG,-0.12381568366280579
USO,BNDX,-0.11191821408128948
USO,TLT,-0.22097649157011448
USO,LQD,-0.08862648179667404
USO,HYG,0.42918895852394756
USO,TIP,0.03244639293113504
USO,STPZ,0.2397072130997728
USO,GLD,0.0770297618082222
USO,USO,1.0
USO,CPER,0.11207088143273708
USO,SLV,0.20273126259800298
USO,DBA,0.22846191292486703
USO,UNG,0.11123922821795348
CPER,VTI,0.13587807707477464
CPER,HEDJ,0.1380948607437123
CPER,VWO,0.168198014249801
CPER,QQQ,0.10084022111159191
CPER,IWM,0.1401720571491155
CPER,EWJ,0.1086671387139468
CPER,INDA,0.07792426489074275
CPER,AGG,-0.1340847335730119
CPER,BNDX,-0.13338009541166776
CPER,TLT,-0.14599707559674624
CPER,LQD,-0.10799915795822142
CPER,HYG,0.09794337581980557
CPER,TIP,-0.09328523493295403
CPER,STPZ,-0.05106292730682889
CPER,GLD,0.03382721497756461
CPER,USO,0.11207088143273708
CPER,CPER,1.0
CPER,SLV,0.1440935092186534
CPER,DBA,0.12036974315556602
CPER,UNG,0.05781801704411698
SLV,VTI,0.0716948676843243
SLV,HEDJ,-0.02058482669712282
SLV,VWO,0.23838042557186848
SLV,QQQ,0.04950189896700786
SLV,IWM,0.06623488007116707
SLV,EWJ,0.07822029437238619
SLV,INDA,0.16274281648169198
SLV,AGG,0.2284801065221894
SLV,BNDX,0.11903480389064006
SLV,TLT,0.1571873378026823
SLV,LQD,0.22334222658181843
SLV,HYG,0.1446581684612002
SLV,TIP,0.25301292421996513
SLV,STPZ,0.25267476864677624
SLV,GLD,0.7874264747891677
SLV,USO,0.20273126259800298
SLV,CPER,0.1440935092186534
SLV,SLV,1.0
SLV,DBA,0.2101749645251517
SLV,UNG,0.03988437625454941
DBA,VTI,0.15072450999161502
DBA,HEDJ,0.11384169539472254
DBA,VWO,0.25914279791648814
DBA,QQQ,0.12305993606112182
DBA,IWM,0.12517116126080163
DBA,EWJ,0.1626385743746722
DBA,INDA,0.16145585673536897
DBA,AGG,-0.011513571115911182
DBA,BNDX,-0.06528069369344575
DBA,TLT,-0.07608653574436121
DBA,LQD,-0.0035971690039617306
DBA,HYG,0.18187481784912138
DBA,TIP,0.0013307114465482555
DBA,STPZ,0.08415686496042085
DBA,GLD,0.128230347453049
DBA,USO,0.22846191292486703
DBA,CPER,0.12036974315556602
DBA,SLV,0.2101749645251517
DBA,DBA,1.0
DBA,UNG,0.07483679113660922
UNG,VTI,-0.012086701753055576
UNG,HEDJ,-0.012864883535652245
UNG,VWO,0.03642340408052428
UNG,QQQ,-0.04198782155883806
UNG,IWM,-0.0039518057222687935
UNG,EWJ,0.011033877315460528
UNG,INDA,0.022132158456685407
UNG,AGG,-0.004999768729409311
UNG,BNDX,-0.0010694583790853266
UNG,TLT,-0.017694766724766848
UNG,LQD,-0.009663795873694571
UNG,HYG,0.014645921828062593
UNG,TIP,0.009960747189221969
UNG,STPZ,0.03963239307004774
UNG,GLD,0.015666446261470617
UNG,USO,0.11123922821795348
UNG,CPER,0.05781801704411698
UNG,SLV,0.03988437625454941
UNG,DBA,0.07483679113660922
UNG,UNG,1.0
